id,suburb,fuel_code,Aug_2016,Sep_2016,Oct_2016,Nov_2016,Dec_2016,Jan_2017,Feb_2017,Mar_2017,Apr_2017,May_2017,Jun_2017,Jul_2017,Aug_2017,Sep_2017,Oct_2017,Nov_2017,Dec_2017,Jan_2018,Feb_2018,Mar_2018,Apr_2018,May_2018,Jun_2018,Jul_2018,Aug_2018,Sep_2018,Oct_2018,Nov_2018,Dec_2018,Jan_2019,Feb_2019,Mar_2019,Apr_2019,May_2019,Jun_2019,Jul_2019,Aug_2019,Sep_2019,Oct_2019
10436,Mount Annan,PDL,114.1,114.4,121.23333333333335,0.0,136.9,132.23333333333335,0.0,126.9,127.1,118.9,119.9,115.9,123.23333333333339,127.5666666666667,127.4,133.4,138.23333333333335,138.5666666666667,135.9,135.9,142.04285714285714,151.9,0.0,152.4,155.91428571428574,154.9,160.73333333333332,152.42000000000002,139.79999999999998,135.5666666666667,141.9,144.9,147.9,149.23333333333335,142.56666666666666,143.4,142.9,146.5,147.9
10437,Mount Colah,PDL,118.86666666666667,0.0,123.02499999999999,127.20000000000002,136.9,136.85000000000002,138.9,133.9,133.9,0.0,132.9,132.9,132.9,132.9,134.4,139.9,141.9,143.1,143.46666666666667,142.9,148.70000000000002,0.0,0.0,0.0,159.1,164.4,169.9,167.7666666666667,155.3166666666667,145.9,149.4,0.0,154.23333333333335,155.9,0.0,156.4,156.4,157.4,156.4
10438,Mount Druitt,PDL,113.09444444444448,113.71428571428571,121.28,124.32857142857142,129.32222222222222,130.35,128.95714285714286,124.88333333333333,125.275,123.05000000000001,124.89999999999999,122.70769230769237,123.17142857142834,128.12222222222226,129.3,134.26363636363638,137.23333333333335,136.9,136.83999999999997,135.5,143.75000000000006,154.54000000000008,0.0,155.26428571428573,0.0,156.83333333333337,163.11428571428573,153.2611111111111,141.4515151515151,136.46842105263164,143.47142857142856,148.7,151.23333333333332,150.65,146.948275862069,146.63333333333333,145.8,147.10000000000002,147.9
10439,Mount Kuring-Gai,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10440,Mount Lewis,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10441,Mount Pritchard,PDL,110.23333333333333,109.9,119.65555555555554,125.9,126.9,124.3,122.9,119.23333333333335,123.14000000000001,120.1,118.7,115.90000000000005,120.56666666666656,125.0055555555556,130.07999999999998,128.9,130.5,130.0,132.73333333333332,130.3,139.26363636363638,147.03076923076927,0.0,145.9,147.3,153.62727272727275,161.98333333333338,151.35833333333338,136.10833333333338,134.60625000000005,139.65,143.73333333333332,147.23333333333335,143.38333333333333,136.9,144.7,142.56666666666666,146.47142857142856,147.9
10442,Mount Vernon,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10443,Mulgoa,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10444,Mulgrave,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10445,Narellan Vale,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10446,Naremburn,PDL,121.15,120.9,123.9,0.0,136.9,0.0,0.0,133.9,134.9,0.0,133.4,0.0,0.0,0.0,133.9,138.4,141.9,143.4,142.9,142.9,147.3,154.9,0.0,0.0,159.9,163.5666666666667,167.9,166.4,154.9,146.9,0.0,148.9,153.9,0.0,0.0,0.0,0.0,156.9,0.0
10447,Narrabeen,PDL,118.9,0.0,121.75714285714291,126.1222222222222,130.35454545454547,136.9,0.0,132.9166666666667,129.9,129.9,128.94500000000005,127.34166666666675,127.7882352941175,127.96086956521741,130.4399999999999,132.85000000000005,133.74666666666667,139.7478260869565,140.10625000000002,138.44081632653064,146.39200000000002,154.37586206896555,156.725,153.9521739130435,150.76,158.20666666666668,165.50000000000003,157.3,141.0878787878788,136.90416666666673,143.65,149.9,151.4,149.9,0.0,0.0,150.0,148.73333333333332,0.0
10448,Narraweena,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10449,Narwee,PDL,116.67500000000001,116.28,124.1222222222222,124.89999999999999,135.67499999999998,131.29999999999998,131.14,123.4,0.0,0.0,144.25,121.89999999999999,122.09047619047624,121.89999999999999,126.90000000000002,134.5666666666667,137.4,140.23333333333332,141.325,141.4,147.025,155.6142857142857,0.0,154.4,150.9,157.23333333333332,162.9,154.3,143.4,131.68,131.68260869565222,143.65,142.90000000000003,141.15000000000003,140.57857142857148,138.79677419354834,136.84482758620683,142.0454545454546,138.83548387096778
10450,Nelson,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10451,Neutral Bay,PDL,118.71666666666665,0.0,123.04285714285713,128.53636363636363,136.9,136.23333333333332,137.7142857142857,135.9,135.9,136.25,135.43333333333334,134.68,134.1888888888889,133.9,136.55,142.16,0.0,146.4,146.83333333333334,148.1,153.175,157.52857142857147,163.68571428571428,162.12000000000003,0.0,165.5666666666667,171.9,171.60000000000005,159.0125,147.71666666666667,149.9,0.0,153.9,155.9,158.22000000000003,160.4,156.9,157.4,0.0
10452,Newington,PDL,112.56666666666668,0.0,124.21666666666665,125.4,127.15,0.0,0.0,0.0,0.0,0.0,128.325,126.9,127.29130434782614,127.39999999999999,130.15,137.15,137.9,139.9,137.9,0.0,145.4,152.9,154.9,150.9,0.0,158.4,165.9,157.9,144.6142857142857,140.23333333333335,141.9,148.9,152.56666666666666,154.4,148.7,147.5666666666667,145.9,148.1,147.9
10453,Newport,PDL,112.67500000000001,0.0,118.9909090909091,0.0,127.6125,129.16666666666666,0.0,0.0,129.4,0.0,128.76000000000002,127.32500000000005,127.68620689655164,127.73333333333333,132.7,132.6,133.7,140.5666666666667,139.51999999999998,138.45,142.65,150.32857142857142,0.0,152.15,0.0,157.15,164.90000000000003,156.0714285714286,140.42000000000004,136.62000000000003,143.56666666666666,148.3,152.1,149.9,0.0,0.0,0.0,149.73333333333332,0.0
10454,Newtown,PDL,118.57777777777778,0.0,124.90000000000002,127.3,134.1,0.0,0.0,133.4,128.5666666666667,0.0,0.0,123.9,125.74210526315794,124.1,124.56666666666668,0.0,0.0,0.0,0.0,0.0,142.7,146.9,147.5666666666667,149.65,149.9,155.8166666666667,163.04285714285714,158.4,147.4,139.9,140.47142857142856,0.0,145.9,148.9,147.8375,147.7392857142856,148.7524590163933,147.20769230769224,151.4
10455,Normanhurst,PDL,115.9,0.0,120.9,118.9,124.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.9,134.9,135.9,0.0,137.4,139.4,139.9,141.4,150.5666666666667,149.9,0.0,0.0,155.15,161.4,163.4,151.65,141.9,146.4,148.9,150.4,151.4,0.0,0.0,149.4,149.9,149.9
10456,North Balgowlah,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10457,North Bondi,PDL,117.9,117.85,124.39999999999999,127.23333333333335,136.9,0.0,133.9,128.9,128.9,127.9,126.15,124.9,127.08750000000005,127.11052631578951,131.4,135.56666666666666,137.9,140.4,138.6833333333333,139.9,147.9625,153.2,155.26666666666668,155.925,155.95,162.95000000000002,171.9,164.84444444444443,144.26,141.4,145.65,0.0,153.9,155.23333333333335,0.0,156.9,154.9,157.4,154.9
10458,North Curl Curl,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10459,North Epping,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10460,North Kellyville,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10461,North Manly,PDL,0.0,117.4,120.4,125.9,136.9,0.0,0.0,128.9,0.0,0.0,0.0,0.0,0.0,0.0,133.9,135.9,0.0,0.0,0.0,139.9,140.9,146.4,159.9,0.0,157.9,0.0,168.9,161.9,142.9,0.0,0.0,149.9,154.9,0.0,0.0,0.0,0.0,0.0,0.0
10462,North Narrabeen,PDL,0.0,0.0,119.89999999999999,0.0,133.4,0.0,0.0,133.2,129.9,0.0,128.9857142857143,127.36249999999998,129.00000000000003,127.67142857142856,132.38333333333333,132.35714285714286,134.85999999999999,140.9,139.51999999999998,138.48823529411766,144.9,153.4,0.0,154.1,150.4,158.4,164.15,156.28333333333336,140.55833333333334,136.59,143.5666666666667,149.9,152.12222222222223,151.15,0.0,150.9,149.9,151.9,152.9
10463,North Parramatta,PDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10464,North Richmond,PDL,115.23333333333335,114.56666666666668,123.75714285714285,123.19999999999999,126.11333333333337,126.08181818181819,0.0,124.72500000000001,0.0,119.4,121.22727272727273,120.32000000000002,122.83793103448279,121.9,124.23333333333335,127.90000000000002,0.0,134.4,133.7142857142857,130.3,138.23750000000004,146.05833333333337,151.4857142857143,148.32666666666668,146.85714285714286,156.1571428571429,160.275,155.41739130434786,140.23529411764707,134.7818181818182,140.15,144.23333333333335,146.7,148.5666666666667,146.6818181818182,144.4,141.9,146.23333333333332,0.0
10465,North Rocks,PDL,113.9,0.0,118.90000000000002,0.0,126.5,129.4,0.0,125.9,0.0,124.53333333333335,121.9,121.89999999999999,124.20769230769237,124.4,132.9,132.9,0.0,134.3,136.9,133.9,139.15,145.9,0.0,149.9,0.0,152.73333333333332,158.9,148.9,137.13076923076926,134.525,138.65,145.3,143.4,146.4,140.9,143.15,141.23333333333335,144.9,0.0
