id,suburb,fuel_code,Aug_2016,Sep_2016,Oct_2016,Nov_2016,Dec_2016,Jan_2017,Feb_2017,Mar_2017,Apr_2017,May_2017,Jun_2017,Jul_2017,Aug_2017,Sep_2017,Oct_2017,Nov_2017,Dec_2017,Jan_2018,Feb_2018,Mar_2018,Apr_2018,May_2018,Jun_2018,Jul_2018,Aug_2018,Sep_2018,Oct_2018,Nov_2018,Dec_2018,Jan_2019,Feb_2019,Mar_2019,Apr_2019,May_2019,Jun_2019,Jul_2019,Aug_2019,Sep_2019,Oct_2019
10030,Banksmeadow,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10031,Bankstown,E10,109.34130434782608,111.50972222222214,113.35882352941168,111.27213114754089,117.4,124.89272727272719,123.76153846153845,116.02833333333324,121.15686274509797,119.78225806451601,115.59390243902425,111.5109374999999,114.56477272727261,121.24020618556683,124.05223880597002,127.46874999999986,127.20853658536575,126.83333333333316,126.12673267326724,123.0473282442747,134.05454545454532,137.17037037037022,136.67194244604326,133.46691176470594,137.30325203252025,146.37441860465114,145.32795698924764,127.1780898876406,119.20314465408813,116.37464788732382,118.71428571428558,126.13218390804583,133.05428571428556,133.28915662650593,128.1327868852458,128.17123287671225,127.84799999999996,130.6090909090908,136.22929292929288
10032,Bankstown Aerodrome,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10033,Barangaroo,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10034,Barden Ridge,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10035,Bardia,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10036,Bardwell Park,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10037,Bardwell Valley,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10038,Bass Hill,E10,108.07499999999996,113.6358490566037,112.93809523809513,116.36428571428577,120.852380952381,125.99523809523805,127.87916666666672,114.7138888888889,119.12222222222226,116.56451612903228,115.26617647058814,111.91617647058811,115.90309278350497,122.71621621621611,124.77758620689644,126.76315789473682,128.09999999999994,128.72647058823526,130.84444444444446,125.54999999999993,137.46774193548387,143.39411764705878,139.17868852459003,136.13953488372087,138.34218749999988,145.68409090909083,149.8735294117646,126.68717948717935,122.43999999999991,118.47647058823532,123.16250000000004,130.87857142857146,137.26666666666665,138.98000000000008,127.31428571428576,131.97500000000005,142.35263157894738,140.7666666666667,143.3769230769231
10039,Baulkham Hills,E10,108.37399999999997,117.11833333333321,116.93114754098355,118.25833333333328,125.57083333333337,128.61944444444444,130.64090909090916,120.13846153846153,123.90476190476188,126.49387755102032,121.48309859154915,115.87671232876694,117.47936507936484,125.01919191919171,130.61111111111106,136.41199999999998,135.73333333333338,136.50000000000003,138.37037037037044,132.81176470588235,143.71034482758625,147.6189655172412,148.0754385964911,142.5296296296295,150.03043478260858,155.44166666666672,161.58615384615365,133.04624999999982,132.11830985915475,127.72258064516136,133.73333333333338,136.45000000000005,146.52500000000003,146.07647058823528,142.62000000000006,143.07857142857148,142.19411764705882,147.525,156.13809523809513
10040,Bayview,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10041,Beacon Hill,E10,114.31250000000003,117.20000000000006,121.28000000000002,118.0277777777778,127.12499999999999,130.0882352941177,129.37333333333336,119.48571428571434,128.5666666666667,126.64615384615387,123.9814814814815,119.2,121.45,127.19999999999999,133.88461538461542,135.80526315789476,137.86000000000004,138.30800000000002,136.35806451612902,136.596,142.36666666666667,149.94166666666666,147.63333333333333,143.53749999999985,148.41999999999996,158.4666666666667,159.8806451612903,132.19411764705876,130.3645161290323,125.66428571428574,129.19090909090912,143.1588235294118,147.43333333333334,150.5,147.78571428571428,146.76000000000002,144.86363636363637,151.55714285714288,158.45000000000002
10042,Beaconsfield,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10043,Beaumont Hills,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10044,Beecroft,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10045,Belfield,E10,0.0,0.0,116.47142857142856,116.34444444444443,122.4,129.6142857142857,136.5666666666667,122.3,123.5,121.5,121.02499999999999,119.61428571428571,120.90000000000002,127.9,128.23333333333332,132.75714285714284,131.73333333333332,131.7,138.1,131.1,139.4,142.5,143.775,140.525,146.025,148.5,151.7888888888889,129.20000000000002,123.0111111111111,126.90000000000002,122.9,130.23333333333335,134.9,142.9,141.65,122.9,139.1,0.0,142.9
10046,Bella Vista,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10047,Bellevue Hill,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10048,Belmore,E10,107.90909090909086,112.87761194029842,111.64459459459448,112.9066666666666,119.83870967741936,123.80566037735836,123.6315789473684,115.6346153846153,121.11785714285705,119.48135593220329,117.15151515151501,111.19999999999993,116.09736842105248,121.35806451612889,123.31967213114739,128.56376811594194,128.82461538461527,128.86101694915246,130.3219999999999,126.09999999999991,134.6759999999999,139.75636363636352,139.33488372093015,136.68734177215183,140.4960526315788,147.5688888888888,149.885294117647,127.51734693877535,119.93823529411755,122.11739130434786,122.10000000000002,127.15333333333336,134.60909090909092,131.89999999999986,125.57916666666658,127.89999999999995,126.33023255813951,132.63846153846146,139.0365853658536
10049,Belrose,E10,115.15294117647065,117.09999999999984,117.76666666666665,116.11372549019603,125.21250000000005,130.76904761904757,131.7024390243902,119.01666666666672,129.70952380952386,125.28043478260862,122.63666666666646,116.81666666666658,121.09904761904743,132.73333333333315,134.19999999999996,135.23928571428578,137.79767441860463,138.6861111111111,138.07692307692312,135.6105263157895,146.49090909090913,149.1451612903226,148.35744680851053,143.89264705882334,149.44464285714272,155.9,162.52500000000006,138.01111111111098,132.28421052631577,123.3166666666667,125.39999999999999,133.9,145.9,146.3,141.27142857142863,144.00000000000003,141.0538461538462,152.34444444444446,154.9714285714286
10050,Berala,E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10051,Berkshire Park,E10,110.12499999999993,116.32916666666661,115.94576271186432,115.88571428571429,126.70625000000004,130.38484848484853,128.39000000000004,115.60000000000004,126.76551724137936,118.91923076923081,121.08604651162788,111.13030303030294,114.35544554455446,119.8409638554216,125.4933333333332,129.65522388059696,131.48545454545442,131.1019607843136,131.77804878048775,128.11935483870965,137.08372093023246,143.1573770491802,143.95671641791031,137.4999999999999,141.83469387755088,148.9035087719297,154.10454545454533,129.57321428571422,127.28222222222216,125.28,128.61764705882354,131.54761904761904,141.0636363636364,144.92857142857147,133.8857142857143,129.39411764705886,136.4,135.1666666666667,143.65789473684214
